Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.",Have you heard of any of the following online course providers?,,,,,Which of these industries most closely matches your profession?,Government regulation helps ensure businesses treat individuals more fairly.,Gender?,Household Income?,Age?,Exact Age,What is the highest level of education you have completed?,Which race/ethnicity best describes you? (Please choose only one.) ,Age,Gender,Household Income,Region,Device Type
10714957612,233176325,05/08/2019 04:53:52 AM,05/08/2019 04:56:45 AM,,,,,3f95e06a852e81aaf6fa47e3a8,3,10,10,10,7,,,,,,4,1,1,5,5,73,4,5,5,2,5,9,4
10714957581,233176282,05/08/2019 04:55:19 AM,05/08/2019 04:56:44 AM,74.193.56.229,,,,,3,7,9,10,10,1,2,3,,5,10,6,1,2,2,27,3,5,,,,,
10714956040,233176325,05/08/2019 04:53:08 AM,05/08/2019 04:55:41 AM,,,,,da1ca0fa3e283d39d9aa887cd9,2,6,3,5,7,,,,,,8,6,2,7,5,63,6,5,5,1,7,7,1
10714950230,233176325,05/08/2019 04:48:26 AM,05/08/2019 04:52:00 AM,,,,,9fd5fe3cf2c97f7ff10bc7e2e9,2,2,9,4,6,1,,,,,10,8,2,2,4,53,4,5,4,1,2,2,2
10714947506,233176325,05/08/2019 04:48:43 AM,05/08/2019 04:50:14 AM,,,,,1b0c0068d90c1491280050adc2,1,10,10,9,8,,2,,,,1,7,1,3,2,23,3,1,2,2,3,1,1
10714944874,233176282,05/08/2019 04:47:30 AM,05/08/2019 04:48:32 AM,165.225.38.77,,,,,1,7,8,9,9,,,,,5,8,7,2,5,3,42,4,5,,,,,
10714944133,233176325,05/08/2019 04:47:24 AM,05/08/2019 04:48:01 AM,,,,,017d75f562451252d7e29d617f,1,1,1,4,4,,2,,,,4,4,3,7,3,33,2,3,2,1,1,5,1
10714944108,233176282,05/08/2019 04:46:06 AM,05/08/2019 04:48:01 AM,68.199.29.126,,,,,1,4,6,10,10,1,,,,5,5,6,1,3,2,29,6,2,,,,,
10714941724,233176282,05/08/2019 04:44:33 AM,05/08/2019 04:46:25 AM,24.220.125.64,,,,,2,7,3,5,5,1,2,,,,11,4,2,2,2,22,4,3,,,,,
10714940766,233176325,05/08/2019 04:43:37 AM,05/08/2019 04:45:48 AM,,,,,5dab4a45579279b4fb4e6aecab,1,7,7,6,5,,,,,5,7,8,2,5,4,51,6,5,4,1,5,6,1
10714940223,233176325,05/08/2019 04:43:21 AM,05/08/2019 04:45:26 AM,,,,,2fb044a2056e7ce9a8d66971d1,2,9,7,6,4,,,,,5,5,5,1,4,4,45,4,3,4,2,4,5,2
10714933897,233176282,05/08/2019 04:38:25 AM,05/08/2019 04:41:17 AM,184.90.247.11,,,,,1,7,8,8,8,,,,,5,7,6,2,5,3,30,8,5,,,,,
10714932800,233176282,05/08/2019 04:37:22 AM,05/08/2019 04:40:33 AM,86.88.86.22,,,,,2,7,10,10,9,,,,,5,2,6,2,2,2,27,5,5,,,,,
10714931789,233176282,05/08/2019 04:37:24 AM,05/08/2019 04:39:54 AM,98.181.216.30,,,,,2,4,5,9,7,,,,,5,12,7,2,2,2,25,4,5,,,,,
10714930223,233176325,05/08/2019 04:37:06 AM,05/08/2019 04:38:55 AM,,,,,7c7931a6faca4a26ec8b30d3f6,2,9,4,10,3,1,2,,,,12,10,1,11,4,58,5,4,4,2,6,1,1
10714925338,233176325,05/08/2019 04:34:03 AM,05/08/2019 04:35:40 AM,,,,,145ef10f02595a50bc344ba986,1,6,7,10,7,,,,,,12,10,2,6,4,55,4,5,4,1,7,9,2
10714923513,233176325,05/08/2019 04:32:39 AM,05/08/2019 04:34:32 AM,,,,,47fa92a89b7172293ba886d1e4,2,7,4,6,2,,,,,5,11,5,1,3,4,56,2,5,4,2,3,8,1
10714921589,233176282,05/08/2019 04:30:52 AM,05/08/2019 04:34:33 AM,68.35.240.229,,,,,2,10,10,7,5,,,,,,10,5,2,3,5,68,3,5,,,,,
10714918860,233176325,05/08/2019 04:29:15 AM,05/08/2019 04:31:36 AM,,,,,ef5c7b513e32a436a2c8dee15c,2,4,3,5,3,,,,,5,3,4,1,4,4,55,5,5,4,2,4,5,1
10714918319,233176282,05/08/2019 04:28:13 AM,05/08/2019 04:31:15 AM,98.202.23.39,,,,,1,8,7,9,7,1,,3,,,6,4,1,3,4,51,4,5,,,,,
10714916960,233176325,05/08/2019 04:29:37 AM,05/08/2019 04:30:25 AM,,,,,0b3215b949212c92111717bea3,1,8,8,8,8,,2,3,,,8,8,2,3,4,49,5,5,4,1,3,3,2
10714916097,233176282,05/08/2019 04:27:56 AM,05/08/2019 04:29:52 AM,68.102.123.204,,,,,2,10,7,8,10,,,,,5,10,6,2,3,2,27,4,5,,,,,
10714913670,233176282,05/08/2019 04:25:40 AM,05/08/2019 04:28:20 AM,23.125.150.184,,,,,1,5,6,9,10,,2,3,,,5,6,1,3,4,46,5,3,,,,,
10714911145,233176325,05/08/2019 04:24:16 AM,05/08/2019 04:26:44 AM,,,,,cb8d7d82c3af0b2ca81f3a3c68,1,7,5,5,8,1,,,,,2,9,1,4,4,48,7,5,4,2,4,7,1
10714910523,233176325,05/08/2019 04:23:52 AM,05/08/2019 04:26:21 AM,,,,,7118342f9d799c7598d302e500,2,9,5,8,8,,,,,,8,9,2,5,4,57,7,5,4,1,6,5,1
10714908901,233176282,05/08/2019 04:22:53 AM,05/08/2019 04:25:54 AM,68.5.60.171,,,,,2,7,7,9,9,,2,,,,10,5,2,1,4,46,4,4,,,,,
10714904396,233176325,05/08/2019 04:19:55 AM,05/08/2019 04:22:43 AM,,,,,d648a9364b21a46e43558365eb,3,4,8,3,8,1,,,,5,12,4,2,10,5,76,6,5,5,1,10,5,1
10714903954,233176282,05/08/2019 04:20:40 AM,05/08/2019 04:22:28 AM,73.137.167.94,,,,,2,5,5,9,7,,2,3,,5,10,5,1,3,3,42,4,5,,,,,
10714903769,233176325,05/08/2019 04:20:32 AM,05/08/2019 04:22:20 AM,,,,,d3f61f0f528c03c642e588c621,2,5,5,7,2,,,,,5,11,7,1,5,4,49,3,5,4,2,5,1,1
10714902633,233176282,05/08/2019 04:19:05 AM,05/08/2019 04:21:37 AM,73.167.160.209,,,,,2,4,8,8,5,1,,,,,5,2,1,3,4,53,5,5,,,,,
10714901662,233176282,05/08/2019 04:18:46 AM,05/08/2019 04:21:01 AM,71.135.101.132,,,,,2,6,4,9,6,,2,,,5,10,10,1,1,4,55,4,5,,,,,
10714901532,233176282,05/08/2019 04:19:16 AM,05/08/2019 04:20:56 AM,97.64.77.220,,,,,2,8,8,9,3,,,3,,,10,7,1,2,4,52,5,5,,,,,
10714897277,233176325,05/08/2019 04:15:50 AM,05/08/2019 04:18:09 AM,,,,,fe35d12fbf8a30a2f1534641d2,2,1,1,1,1,,,3,,,7,5,1,4,4,55,1,5,4,2,3,9,1
10714891832,233176282,05/08/2019 04:12:29 AM,05/08/2019 04:14:43 AM,68.44.8.112,,,,,1,2,2,10,9,1,,,,,5,3,2,5,3,38,7,5,,,,,
10714890755,233176325,05/08/2019 04:11:20 AM,05/08/2019 04:13:59 AM,,,,,dcd80a7e42058e626044fdb4e2,3,10,8,5,5,,2,,,,10,8,1,1,2,28,3,4,2,2,1,2,2
10714890718,233176325,05/08/2019 04:12:27 AM,05/08/2019 04:13:57 AM,,,,,c5654c77641a952722a423d922,2,10,8,10,8,,,,,5,10,10,1,3,4,56,4,5,4,2,3,4,4
10714889694,233176325,05/08/2019 04:11:13 AM,05/08/2019 04:13:13 AM,,,,,58cb16053570a54a8cf7f3e0ce,1,1,1,1,1,,,,,5,11,4,2,3,2,28,4,5,2,1,2,3,1
10714880670,233176282,05/08/2019 04:05:55 AM,05/08/2019 04:07:02 AM,99.203.4.42,,,,,1,3,4,5,5,,,,,5,11,3,2,3,3,38,5,5,,,,,
10714878454,233176325,05/08/2019 04:02:46 AM,05/08/2019 04:05:34 AM,,,,,7bbb38ec73d81d3968f9d879bb,2,4,4,6,4,1,2,3,,5,6,3,2,1,5,68,5,5,5,1,1,9,4
10714877025,233176282,05/08/2019 03:57:10 AM,05/08/2019 04:04:38 AM,67.143.160.15,,,,,1,5,6,2,7,,,3,,,6,3,1,5,3,39,5,2,,,,,
10714875519,233176282,05/08/2019 04:00:59 AM,05/08/2019 04:03:37 AM,157.49.249.67,,,,,2,10,10,10,10,,,3,,5,6,10,2,3,2,29,4,1,,,,,
10714871468,233176282,05/08/2019 04:00:03 AM,05/08/2019 04:00:59 AM,42.116.79.100,,,,,1,5,3,7,4,1,2,3,,,3,5,1,5,2,25,7,5,,,,,
10714870920,233176282,05/08/2019 03:57:51 AM,05/08/2019 04:00:38 AM,71.223.112.238,,,,,2,9,10,10,3,,,,,5,10,6,1,3,4,59,4,5,,,,,
10714868641,233176282,05/08/2019 03:57:04 AM,05/08/2019 03:59:08 AM,85.203.46.128,,,,,1,7,5,6,7,,2,,,,2,7,2,4,2,28,5,5,,,,,
10714866684,233176282,05/08/2019 03:54:32 AM,05/08/2019 03:57:50 AM,75.176.83.168,,,,,1,8,9,9,9,1,,3,,5,10,8,2,4,4,48,3,5,,,,,
10714865926,233176325,05/08/2019 03:54:50 AM,05/08/2019 03:57:19 AM,,,,,9a51601a6958d0f39f98d65b82,2,6,6,7,4,,,,,,10,7,2,3,4,50,4,5,4,1,3,4,2
10714858395,233176325,05/08/2019 03:49:47 AM,05/08/2019 03:52:06 AM,,,,,ad5e93b0bc17ca423ab97d3af9,1,10,6,8,5,,,,,,10,7,1,4,4,51,4,5,4,2,4,4,1
10714853024,233176282,05/08/2019 03:40:34 AM,05/08/2019 03:48:26 AM,73.0.243.86,,,,,1,10,10,10,3,1,,3,,,11,1,2,3,3,36,5,5,,,,,
10714850931,233176282,05/08/2019 03:46:08 AM,05/08/2019 03:47:01 AM,108.17.138.153,,,,,2,10,10,8,10,,2,,,5,6,10,1,3,2,24,5,5,,,,,
10714850644,233176282,05/08/2019 03:45:38 AM,05/08/2019 03:46:50 AM,188.238.71.66,,,,,2,7,5,7,9,,2,,,,6,8,2,2,3,36,4,5,,,,,
10714848092,233176282,05/08/2019 03:40:28 AM,05/08/2019 03:45:07 AM,202.184.152.202,,,,,1,10,10,10,10,,2,,,,10,6,1,3,2,26,4,3,,,,,
10714845931,233176325,05/08/2019 03:40:29 AM,05/08/2019 03:43:36 AM,,,,,0b9f7fc527a1b47aa771e8bcc2,1,4,5,7,4,,2,,,5,4,8,2,5,4,59,4,5,4,1,5,2,1
10714845705,233176282,05/08/2019 03:40:15 AM,05/08/2019 03:43:26 AM,24.183.46.28,,,,,2,7,9,10,7,,2,3,,,10,4,1,3,2,24,4,5,,,,,
10714843899,233176282,05/08/2019 03:40:16 AM,05/08/2019 03:42:11 AM,108.77.159.58,,,,,3,4,8,8,9,,,,,5,10,9,1,4,3,34,3,5,,,,,
10714841657,233176282,05/08/2019 03:34:06 AM,05/08/2019 03:40:35 AM,75.109.152.27,,,,,1,9,7,10,9,,,,,,11,10,2,4,5,62,5,4,,,,,
10714839777,233176325,05/08/2019 03:35:29 AM,05/08/2019 03:39:12 AM,,,,,df8180b82c8b18a1b7a9fd4326,1,4,4,5,1,1,,,,5,2,4,2,7,2,42,4,5,3,1,2,5,1
10714839251,233176282,05/08/2019 03:37:36 AM,05/08/2019 03:38:49 AM,173.31.201.186,,,,,1,2,2,2,2,,,,,,10,5,1,3,4,50,6,5,,,,,
10714836247,233176325,05/08/2019 03:35:18 AM,05/08/2019 03:36:43 AM,,,,,e5b420a4ceac0aa9f95c214e87,1,9,5,5,4,,,,,5,10,7,1,4,2,21,5,4,2,2,4,9,1
10714835982,233176282,05/08/2019 03:35:00 AM,05/08/2019 03:36:31 AM,107.77.197.82,,,,,1,6,6,7,5,,2,,,,4,6,2,3,4,45,4,5,,,,,
10714833584,233176282,05/08/2019 03:32:41 AM,05/08/2019 03:34:48 AM,75.41.110.48,,,,,1,8,2,5,9,1,,,,,8,9,2,4,3,34,7,5,,,,,
10714831281,233176282,05/08/2019 03:26:18 AM,05/08/2019 03:33:16 AM,102.140.206.253,,,,,1,5,1,1,2,,,,,5,6,7,1,9,2,28,7,3,,,,,
10714831160,233176282,05/08/2019 03:27:29 AM,05/08/2019 03:33:12 AM,98.167.154.207,,,,,1,6,8,9,8,1,,3,,,2,9,1,3,4,49,4,5,,,,,
10714830720,233176282,05/08/2019 03:30:59 AM,05/08/2019 03:32:53 AM,172.112.52.7,,,,,1,8,6,6,6,,,3,,5,5,8,1,2,2,23,5,2,,,,,
10714828800,233176325,05/08/2019 03:27:26 AM,05/08/2019 03:31:35 AM,,,,,d6e0bc8fddb1742e1e232e6748,2,5,4,5,5,,,,,5,2,4,1,3,5,34,6,3,5,2,3,5,4
10714827199,233176282,05/08/2019 03:15:17 AM,05/08/2019 03:30:25 AM,191.96.97.58,,,,,1,5,6,6,3,1,,,,,9,6,2,6,3,36,4,3,,,,,
10714825905,233176325,05/08/2019 03:27:36 AM,05/08/2019 03:29:28 AM,,,,,fbe65a2cdd81943944e19485be,2,3,3,7,6,,2,,,,4,4,2,4,4,80,4,4,5,1,4,3,1
10714819296,233176282,05/08/2019 03:21:04 AM,05/08/2019 03:24:44 AM,87.0.75.130,,,,,2,7,4,5,4,,,,,5,6,8,2,2,3,41,4,5,,,,,
10714816560,233176282,05/08/2019 03:19:13 AM,05/08/2019 03:22:45 AM,192.200.24.19,,,,,3,2,2,9,8,1,,3,,,6,7,1,2,2,24,2,5,,,,,
10714814841,233176282,05/08/2019 03:20:18 AM,05/08/2019 03:21:28 AM,73.26.174.122,,,,,1,8,8,9,10,,2,,,5,6,5,1,3,4,45,5,5,,,,,
10714814738,233176282,05/08/2019 03:19:42 AM,05/08/2019 03:21:23 AM,94.185.52.156,,,,,1,8,5,9,5,1,2,3,,5,6,9,2,3,3,31,7,2,,,,,
10714814309,233176282,05/08/2019 03:18:52 AM,05/08/2019 03:21:03 AM,24.209.55.201,,,,,2,8,8,9,10,,,,,5,10,6,1,3,4,45,5,5,,,,,
10714813095,233176325,05/08/2019 03:18:20 AM,05/08/2019 03:20:09 AM,,,,,acba32a5273982f186bbb301fc,2,10,10,10,8,1,2,3,,,2,6,1,8,4,50,6,5,4,2,8,5,5
10714811056,233176282,05/08/2019 03:16:57 AM,05/08/2019 03:18:40 AM,184.195.89.204,,,,,1,7,8,9,8,,,3,,,11,7,1,7,4,46,5,5,,,,,
10714810325,233176282,05/08/2019 03:15:27 AM,05/08/2019 03:18:08 AM,107.77.205.91,,,,,2,9,5,9,7,,,,,5,12,8,2,5,4,53,4,5,,,,,
10714809918,233176282,05/08/2019 03:14:48 AM,05/08/2019 03:17:51 AM,88.201.94.136,,,,,3,9,7,9,7,1,,,,,5,9,1,1,3,31,7,2,,,,,
10714808262,233176282,05/08/2019 03:15:19 AM,05/08/2019 03:16:41 AM,173.73.40.156,,,,,2,5,8,8,7,,2,3,,,11,5,2,4,2,23,4,2,,,,,
10714807340,233176282,05/08/2019 03:09:06 AM,05/08/2019 03:16:00 AM,69.136.131.212,,,,,3,9,6,9,9,,,3,,,10,8,2,2,3,30,4,1,,,,,
10714806327,233176282,05/08/2019 03:14:05 AM,05/08/2019 03:15:16 AM,72.182.160.80,,,,,2,5,9,9,6,,,,,5,11,6,2,3,3,30,4,5,,,,,
10714805939,233176282,05/08/2019 03:12:12 AM,05/08/2019 03:15:01 AM,172.58.78.157,,,,,2,9,9,4,4,1,,3,,,1,3,1,4,3,35,4,5,,,,,
10714804334,233176325,05/08/2019 03:11:46 AM,05/08/2019 03:13:47 AM,,,,,d2d6c2536f90afd49f3e26f75f,2,10,10,1,1,,,,,5,10,5,1,2,4,52,6,5,4,2,2,1,2
10714799202,233176282,05/08/2019 03:09:04 AM,05/08/2019 03:10:06 AM,142.196.255.46,,,,,2,10,10,10,10,,,,,5,4,10,2,5,2,22,5,5,,,,,
10714798527,233176282,05/08/2019 03:08:36 AM,05/08/2019 03:09:37 AM,97.124.179.161,,,,,1,6,5,7,7,,2,,,,4,5,2,3,2,29,4,5,,,,,
10714796561,233176282,05/08/2019 03:05:56 AM,05/08/2019 03:08:12 AM,108.238.14.141,,,,,3,7,10,10,5,,2,,,,2,5,1,4,4,47,5,5,,,,,
10714794596,233176282,05/08/2019 03:05:14 AM,05/08/2019 03:06:47 AM,68.0.235.220,,,,,2,10,8,10,3,,,,,,10,10,2,3,3,33,5,5,,,,,
10714792404,233176282,05/08/2019 03:03:28 AM,05/08/2019 03:05:14 AM,71.207.149.156,,,,,2,9,10,10,6,1,,3,,,10,5,1,5,4,46,5,5,,,,,
10714792288,233176282,05/08/2019 03:03:23 AM,05/08/2019 03:05:10 AM,172.91.86.202,,,,,3,8,8,8,9,,,,,5,6,7,2,4,2,24,4,2,,,,,
10714790337,233176282,05/08/2019 03:02:27 AM,05/08/2019 03:03:47 AM,49.149.128.89,,,,,1,7,9,9,8,1,,3,,5,2,7,1,2,2,27,6,2,,,,,
10714789918,233176282,05/08/2019 03:02:16 AM,05/08/2019 03:03:30 AM,87.192.247.65,,,,,2,8,6,7,8,1,2,3,4,5,8,8,1,7,3,35,4,5,,,,,
10714789829,233176325,05/08/2019 02:59:00 AM,05/08/2019 03:03:26 AM,,,,,fc0b0d27ed4e18e7c119603b4d,3,6,5,6,7,,,,,5,10,8,1,1,4,58,7,5,4,2,1,7,1
10714787890,233176282,05/08/2019 02:59:43 AM,05/08/2019 03:02:04 AM,75.137.152.180,,,,,2,6,7,8,9,,,,,,1,9,2,2,3,39,4,5,,,,,
10714786589,233176325,05/08/2019 02:59:52 AM,05/08/2019 03:01:12 AM,,,,,2df951fd85e2aa4ce78284ea82,2,7,9,7,6,1,2,,,,6,7,2,3,2,24,4,5,2,1,3,3,2
10714785783,233176282,05/08/2019 02:58:46 AM,05/08/2019 03:00:35 AM,76.169.110.192,,,,,2,6,5,6,6,,,,,,12,8,2,3,3,32,4,5,,,,,
10714785293,233176325,05/08/2019 02:57:30 AM,05/08/2019 03:00:15 AM,,,,,b9efe068fdd1e3b26d231c8ba1,2,7,7,10,7,,,,,5,8,7,2,6,5,68,4,5,5,1,7,9,4
10714784684,233176282,05/08/2019 02:57:57 AM,05/08/2019 02:59:45 AM,24.20.124.0,,,,,3,6,8,5,9,,,,,,10,9,2,3,3,30,3,5,,,,,
10714781893,233176282,05/08/2019 02:55:30 AM,05/08/2019 02:57:43 AM,157.50.26.65,,,,,1,9,10,8,9,,,,4,,3,9,2,3,2,29,6,2,,,,,
10714780394,233176282,05/08/2019 02:54:52 AM,05/08/2019 02:56:35 AM,24.134.235.253,,,,,2,9,5,9,9,1,2,3,4,5,6,7,2,3,3,31,3,5,,,,,
10714779074,233176282,05/08/2019 02:53:47 AM,05/08/2019 02:55:31 AM,73.167.18.130,,,,,1,2,3,8,3,,,,,,11,3,2,4,3,39,5,5,,,,,
10714774094,233176282,05/08/2019 02:49:53 AM,05/08/2019 02:51:35 AM,172.58.70.162,,,,,2,7,9,9,6,1,2,,,,6,8,2,3,3,39,4,5,,,,,
10714773961,233176282,05/08/2019 02:50:11 AM,05/08/2019 02:51:28 AM,72.234.160.168,,,,,1,7,6,7,6,1,2,,,,4,7,2,10,3,33,5,2,,,,,
10714773736,233176325,05/08/2019 02:48:59 AM,05/08/2019 02:51:18 AM,,,,,72b1158653a4c831a65f6bcdbc,1,6,7,8,7,,,,,5,10,8,1,5,5,68,5,1,5,2,5,7,1
10714767939,233176325,05/08/2019 02:44:03 AM,05/08/2019 02:46:43 AM,,,,,91317e5f62e08501f19cfc808a,3,1,1,1,1,,,3,,5,10,1,1,5,4,46,4,2,4,2,5,2,2
10714764707,233176282,05/08/2019 02:40:24 AM,05/08/2019 02:44:10 AM,107.15.144.116,,,,,1,8,7,8,3,,,3,,,8,2,2,3,3,32,4,5,,,,,
10714763047,233176282,05/08/2019 02:41:00 AM,05/08/2019 02:42:52 AM,47.148.167.203,,,,,2,7,4,9,8,,2,,,5,5,9,2,5,2,28,4,5,,,,,
10714761719,233176282,05/08/2019 02:40:21 AM,05/08/2019 02:41:52 AM,24.205.166.171,,,,,2,10,10,8,6,1,2,,,5,6,5,2,3,3,38,5,4,,,,,
10714761588,233176282,05/08/2019 02:39:52 AM,05/08/2019 02:41:46 AM,68.33.93.6,,,,,2,10,7,10,1,1,2,,,,10,3,1,3,2,23,4,3,,,,,
10714761210,233176282,05/08/2019 02:34:26 AM,05/08/2019 02:41:28 AM,162.238.11.21,,,,,2,9,8,5,7,,,,,5,11,8,2,8,2,20,4,4,,,,,
10714760696,233176325,05/08/2019 02:38:05 AM,05/08/2019 02:41:02 AM,,,,,6c9a78c9a2f3e046fbd0f1bd61,1,10,6,5,9,,,,,5,10,6,2,6,4,45,5,5,4,1,6,5,1
10714759091,233176282,05/08/2019 02:38:24 AM,05/08/2019 02:39:47 AM,124.122.41.73,,,,,1,6,8,5,7,,,,,5,4,7,2,5,3,31,4,5,,,,,
10714758569,233176282,05/08/2019 02:38:08 AM,05/08/2019 02:39:22 AM,100.7.42.168,,,,,1,10,7,8,9,1,2,3,,,11,6,2,3,4,52,4,5,,,,,
10714758557,233176282,05/08/2019 02:37:21 AM,05/08/2019 02:39:21 AM,99.8.108.50,,,,,1,10,8,8,1,,,,,5,5,10,1,4,3,36,5,5,,,,,
10714757361,233176282,05/08/2019 02:35:06 AM,05/08/2019 02:38:51 AM,99.67.160.193,,,,,1,6,8,8,6,,,3,,,6,7,1,4,5,63,4,3,,,,,
10714757345,233176282,05/08/2019 02:34:46 AM,05/08/2019 02:38:24 AM,98.235.77.27,,,,,2,8,8,8,7,1,,,,,11,9,1,3,4,56,5,5,,,,,
10714756669,233176282,05/08/2019 02:36:52 AM,05/08/2019 02:37:51 AM,98.207.67.198,,,,,1,8,2,8,9,1,2,,,5,2,8,2,4,2,29,5,2,,,,,
10714756377,233176325,05/08/2019 02:34:30 AM,05/08/2019 02:37:38 AM,,,,,7b570a4050195f2652fc03d878,2,5,5,4,3,1,,,,,10,5,2,4,4,52,3,4,4,1,4,7,2
10714756303,233176282,05/08/2019 02:35:10 AM,05/08/2019 02:37:35 AM,35.138.19.128,,,,,2,8,5,5,7,1,2,3,,,4,7,1,2,3,33,3,4,,,,,
10714754949,233176325,05/08/2019 02:31:05 AM,05/08/2019 02:38:52 AM,,,,,4b3d1bb2800f803e0b7c50a2d5,3,5,7,7,5,,,,,5,10,5,2,3,5,78,4,5,5,1,3,9,1
10714752222,233176282,05/08/2019 02:32:29 AM,05/08/2019 02:34:15 AM,71.162.176.106,,,,,1,8,10,10,10,1,2,3,,,10,10,1,5,3,42,7,3,,,,,
10714752064,233176282,05/08/2019 02:32:21 AM,05/08/2019 02:34:07 AM,184.18.71.126,,,,,2,7,7,7,7,,,,,5,8,7,2,3,3,34,3,5,,,,,
10714751125,233176325,05/08/2019 02:31:51 AM,05/08/2019 02:33:21 AM,,,,,d8c3caf494dc8d243c0bdba44a,1,5,4,3,9,1,2,3,,5,6,10,1,10,4,46,7,2,4,2,11,9,1
10714750806,233176282,05/08/2019 02:32:04 AM,05/08/2019 02:33:06 AM,66.91.24.17,,,,,2,7,6,5,3,1,2,3,,,2,4,1,3,2,27,5,5,,,,,
10714748727,233176282,05/08/2019 02:29:39 AM,05/08/2019 02:31:27 AM,96.58.200.155,,,,,3,7,7,7,7,1,2,,,,2,6,1,4,4,58,5,3,,,,,
10714748481,233176282,05/08/2019 02:29:37 AM,05/08/2019 02:31:15 AM,96.40.4.179,,,,,1,5,2,3,1,,,,,5,2,3,2,7,3,39,7,5,,,,,
10714743003,233176282,05/08/2019 02:24:26 AM,05/08/2019 02:27:00 AM,107.9.176.75,,,,,1,9,8,10,9,1,,,4,5,6,10,3,3,4,48,5,5,,,,,
10714742361,233176282,05/08/2019 02:24:59 AM,05/08/2019 02:26:29 AM,75.13.139.146,,,,,1,8,6,8,10,,2,,,,10,10,2,3,3,37,3,5,,,,,
10714742262,233176282,05/08/2019 02:23:59 AM,05/08/2019 02:26:24 AM,49.146.12.199,,,,,3,10,10,10,10,,2,,,,5,10,1,4,3,33,4,2,,,,,
10714741564,233176282,05/08/2019 02:23:50 AM,05/08/2019 02:25:51 AM,49.34.124.176,,,,,1,8,7,8,9,,,,,5,8,7,2,3,2,27,3,2,,,,,
10714741054,233176325,05/08/2019 02:23:21 AM,05/08/2019 02:25:49 AM,,,,,4f60a305a8d76e16c1b74c3d1f,2,9,10,10,10,,,,,5,2,10,1,3,2,29,4,5,2,2,2,9,2
10714740370,233176325,05/08/2019 02:23:44 AM,05/08/2019 02:24:58 AM,,,,,250538ad1d957a7ac50d77e5b5,1,1,2,4,3,,,,4,5,5,2,2,2,2,19,3,3,2,1,2,5,2
10714740329,233176325,05/08/2019 02:23:26 AM,05/08/2019 02:27:57 AM,,,,,a34db6132ce206cd99e05797b6,2,2,4,4,5,,2,,4,,10,5,3,8,5,39,4,3,2,2,11,2,1
10714740034,233176325,05/08/2019 02:22:32 AM,05/08/2019 02:24:43 AM,,,,,8bc519c7a06ba9510e715c0cc1,3,10,5,10,5,,,,,,10,7,1,3,4,47,5,5,4,2,3,7,1
10714739715,233176282,05/08/2019 02:21:53 AM,05/08/2019 02:24:29 AM,154.153.146.9,,,,,1,10,9,10,10,,,,,5,4,10,1,4,3,37,6,3,,,,,
10714739709,233176282,05/08/2019 02:22:33 AM,05/08/2019 02:24:28 AM,50.4.146.97,,,,,2,10,10,10,6,,2,,,,10,6,1,2,3,35,4,5,,,,,
10714737900,233176282,05/08/2019 02:21:24 AM,05/08/2019 02:23:09 AM,72.197.169.10,,,,,1,5,7,8,7,1,2,3,4,5,6,9,2,4,3,35,4,5,,,,,
10714736656,233176282,05/08/2019 02:18:37 AM,05/08/2019 02:22:14 AM,157.43.17.200,,,,,1,9,8,6,8,1,,,4,5,6,7,2,2,2,24,7,2,,,,,
10714736240,233176282,05/08/2019 02:09:16 AM,05/08/2019 02:21:57 AM,115.111.223.67,,,,,1,3,8,9,6,,2,3,,,8,6,2,3,3,30,6,2,,,,,
10714736228,233176282,05/08/2019 02:17:36 AM,05/08/2019 02:21:57 AM,24.88.114.198,,,,,2,2,3,4,6,1,,,,5,8,7,2,4,5,62,6,5,,,,,
10714735977,233176282,05/08/2019 02:19:20 AM,05/08/2019 02:21:44 AM,174.80.5.3,,,,,1,10,8,8,8,1,,3,,,10,10,1,3,3,40,5,5,,,,,
10714735737,233176282,05/08/2019 02:02:18 AM,05/08/2019 02:21:34 AM,174.224.132.23,,,,,1,10,9,10,8,,,,4,5,4,10,2,4,2,28,5,5,,,,,
10714734469,233176282,05/08/2019 02:10:13 AM,05/08/2019 02:20:41 AM,108.18.65.12,,,,,1,4,2,10,9,1,2,,,,6,10,1,4,3,36,5,3,,,,,
10714734248,233176282,05/08/2019 02:18:54 AM,05/08/2019 02:20:32 AM,74.95.7.254,,,,,1,10,10,10,10,1,2,,,,12,1,2,3,3,31,4,5,,,,,
10714733797,233176282,05/08/2019 02:16:15 AM,05/08/2019 02:20:12 AM,71.222.144.228,,,,,2,6,7,7,8,1,,,,,1,7,1,2,5,69,3,5,,,,,
10714733044,233176282,05/08/2019 02:18:01 AM,05/08/2019 02:19:39 AM,24.19.56.206,,,,,1,8,10,10,6,1,2,3,,5,8,1,2,3,3,41,4,5,,,,,
10714732967,233176282,05/08/2019 02:17:12 AM,05/08/2019 02:19:35 AM,192.145.127.206,,,,,1,9,9,9,9,1,2,,,5,6,8,2,1,3,36,3,5,,,,,
