participant_id,participant_assessed_writer_edu_level,participant_assessed_gpt_likelihood,participant_education,participant_with_econ_degree,participant_attention,doc_id,quality_rating,topic,author,author_credentials
22,M,3,AGraduateDegree,No,10,5,8,macro_health,p,PhD
22,M,3,AGraduateDegree,No,10,6,8,remote_work,t,masters
22,P,3,AGraduateDegree,No,10,7,8,remote_work,p,PhD
22,M,4,AGraduateDegree,No,10,8,8,remote_work,gpt,gpt
22,P,3,AGraduateDegree,No,10,9,8,remote_work,edubirdie,unspecified_webservice
22,U,4,AGraduateDegree,No,10,10,5,macro_health,edubirdie,unspecified_webservice
22,P,3,AGraduateDegree,No,10,11,8,remote_work,b,PhD
22,M,4,AGraduateDegree,No,10,12,7,macro_health,b,PhD
22,U,4,AGraduateDegree,No,10,13,6,llm_best_practices,b,PhD
22,U,5,AGraduateDegree,No,10,14,5,macro_health,customwritings,phd_student_webservice
22,M,4,AGraduateDegree,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice
22,M,4,AGraduateDegree,No,10,16,7,macro_health,gpt,gpt
22,M,4,AGraduateDegree,No,10,17,7,llm_best_practices,gpt,gpt
22,U,5,AGraduateDegree,No,10,18,6,austrian_neoclassical,gpt,gpt
23,M,1,AGraduateDegree,No,10,1,8,austrian_neoclassical,b,PhD
23,M,1,AGraduateDegree,No,10,2,6,austrian_neoclassical,j,PhD
23,M,1,AGraduateDegree,No,10,3,7,llm_best_practices,j,PhD
23,M,1,AGraduateDegree,No,10,4,9,macro_health,j,PhD
23,U,1,AGraduateDegree,No,10,5,4,macro_health,p,PhD
23,P,1,AGraduateDegree,No,10,6,9,remote_work,t,masters
23,U,1,AGraduateDegree,No,10,7,8,remote_work,p,PhD
23,U,1,AGraduateDegree,No,10,8,8,remote_work,gpt,gpt
23,U,1,AGraduateDegree,No,10,9,7,remote_work,edubirdie,unspecified_webservice
23,U,5,AGraduateDegree,No,10,10,6,macro_health,edubirdie,unspecified_webservice
23,U,1,AGraduateDegree,No,10,11,7,remote_work,b,PhD
23,U,1,AGraduateDegree,No,10,12,7,macro_health,b,PhD
23,U,1,AGraduateDegree,No,10,13,7,llm_best_practices,b,PhD
23,U,3,AGraduateDegree,No,10,14,6,macro_health,customwritings,phd_student_webservice
23,U,1,AGraduateDegree,No,10,15,9,llm_best_practices,customwritings,phd_student_webservice
23,U,1,AGraduateDegree,No,10,16,7,macro_health,gpt,gpt
23,U,1,AGraduateDegree,No,10,17,8,llm_best_practices,gpt,gpt
23,U,5,AGraduateDegree,No,10,18,5,austrian_neoclassical,gpt,gpt
24,P,7,AGraduateDegree,No,9,1,9,austrian_neoclassical,b,PhD
24,U,2,AGraduateDegree,No,9,2,6,austrian_neoclassical,j,PhD
24,P,8,AGraduateDegree,No,9,3,8,llm_best_practices,j,PhD
24,M,9,AGraduateDegree,No,9,4,8,macro_health,j,PhD
24,M,4,AGraduateDegree,No,9,5,9,macro_health,p,PhD
24,U,1,AGraduateDegree,No,9,6,4,remote_work,t,masters
24,U,6,AGraduateDegree,No,9,7,3,remote_work,p,PhD
24,U,9,AGraduateDegree,No,9,8,5,remote_work,gpt,gpt
24,M,9,AGraduateDegree,No,9,9,8,remote_work,edubirdie,unspecified_webservice
24,U,10,AGraduateDegree,No,9,10,2,macro_health,edubirdie,unspecified_webservice
24,U,1,AGraduateDegree,No,9,11,7,remote_work,b,PhD
24,M,2,AGraduateDegree,No,9,12,7,macro_health,b,PhD
24,M,8,AGraduateDegree,No,9,13,7,llm_best_practices,b,PhD
24,U,2,AGraduateDegree,No,9,14,4,macro_health,customwritings,phd_student_webservice
24,M,6,AGraduateDegree,No,9,15,7,llm_best_practices,customwritings,phd_student_webservice
24,P,6,AGraduateDegree,No,9,16,6,macro_health,gpt,gpt
24,U,3,AGraduateDegree,No,9,17,5,llm_best_practices,gpt,gpt
24,U,2,AGraduateDegree,No,9,18,3,austrian_neoclassical,gpt,gpt
25,M,10,AGraduateDegree,No,8,1,8,austrian_neoclassical,b,PhD
25,P,9,AGraduateDegree,No,8,2,7,austrian_neoclassical,j,PhD
25,P,10,AGraduateDegree,No,8,3,5,llm_best_practices,j,PhD
25,U,7,AGraduateDegree,No,8,4,2,macro_health,j,PhD
25,P,5,AGraduateDegree,No,8,5,8,macro_health,p,PhD
25,M,8,AGraduateDegree,No,8,6,7,remote_work,t,masters
25,P,6,AGraduateDegree,No,8,7,9,remote_work,p,PhD
25,M,10,AGraduateDegree,No,8,8,8,remote_work,gpt,gpt
25,P,7,AGraduateDegree,No,8,9,10,remote_work,edubirdie,unspecified_webservice
25,U,6,AGraduateDegree,No,8,10,2,macro_health,edubirdie,unspecified_webservice
25,M,9,AGraduateDegree,No,8,11,7,remote_work,b,PhD
25,P,6,AGraduateDegree,No,8,12,8,macro_health,b,PhD
25,M,10,AGraduateDegree,No,8,13,9,llm_best_practices,b,PhD
25,M,8,AGraduateDegree,No,8,14,5,macro_health,customwritings,phd_student_webservice
25,M,7,AGraduateDegree,No,8,15,7,llm_best_practices,customwritings,phd_student_webservice
25,M,10,AGraduateDegree,No,8,16,8,macro_health,gpt,gpt
25,M,10,AGraduateDegree,No,8,17,6,llm_best_practices,gpt,gpt
25,P,9,AGraduateDegree,No,8,18,8,austrian_neoclassical,gpt,gpt
26,U,1,AGraduateDegree,No,10,1,6,austrian_neoclassical,b,PhD
26,P,4,AGraduateDegree,No,10,2,7,austrian_neoclassical,j,PhD
26,U,5,AGraduateDegree,No,10,3,5,llm_best_practices,j,PhD
26,M,4,AGraduateDegree,No,10,4,6,macro_health,j,PhD
26,P,2,AGraduateDegree,No,10,5,6,macro_health,p,PhD
26,M,5,AGraduateDegree,No,10,6,7,remote_work,t,masters
26,M,2,AGraduateDegree,No,10,7,6,remote_work,p,PhD
26,U,1,AGraduateDegree,No,10,8,6,remote_work,gpt,gpt
26,U,1,AGraduateDegree,No,10,9,5,remote_work,edubirdie,unspecified_webservice
26,U,4,AGraduateDegree,No,10,10,6,macro_health,edubirdie,unspecified_webservice
26,U,6,AGraduateDegree,No,10,11,6,remote_work,b,PhD
26,U,1,AGraduateDegree,No,10,12,4,macro_health,b,PhD
26,M,4,AGraduateDegree,No,10,13,5,llm_best_practices,b,PhD
26,U,3,AGraduateDegree,No,10,14,5,macro_health,customwritings,phd_student_webservice
26,U,3,AGraduateDegree,No,10,15,5,llm_best_practices,customwritings,phd_student_webservice
26,U,2,AGraduateDegree,No,10,16,4,macro_health,gpt,gpt
26,M,5,AGraduateDegree,No,10,17,7,llm_best_practices,gpt,gpt
26,U,9,AGraduateDegree,No,10,18,5,austrian_neoclassical,gpt,gpt
27,U,1,AGraduateDegree,No,10,1,9,austrian_neoclassical,b,PhD
27,P,1,AGraduateDegree,No,10,2,9,austrian_neoclassical,j,PhD
27,U,9,AGraduateDegree,No,10,3,5,llm_best_practices,j,PhD
27,P,2,AGraduateDegree,No,10,4,8,macro_health,j,PhD
27,U,9,AGraduateDegree,No,10,5,6,macro_health,p,PhD
27,M,3,AGraduateDegree,No,10,6,8,remote_work,t,masters
27,U,9,AGraduateDegree,No,10,7,5,remote_work,p,PhD
27,M,1,AGraduateDegree,No,10,8,9,remote_work,gpt,gpt
27,M,1,AGraduateDegree,No,10,9,9,remote_work,edubirdie,unspecified_webservice
27,U,3,AGraduateDegree,No,10,10,7,macro_health,edubirdie,unspecified_webservice
27,M,1,AGraduateDegree,No,10,11,9,remote_work,b,PhD
27,M,3,AGraduateDegree,No,10,12,9,macro_health,b,PhD
27,U,3,AGraduateDegree,No,10,13,7,llm_best_practices,b,PhD
27,U,10,AGraduateDegree,No,10,14,2,macro_health,customwritings,phd_student_webservice
27,U,5,AGraduateDegree,No,10,15,6,llm_best_practices,customwritings,phd_student_webservice
27,U,1,AGraduateDegree,No,10,16,9,macro_health,gpt,gpt
27,M,2,AGraduateDegree,No,10,17,8,llm_best_practices,gpt,gpt
27,U,6,AGraduateDegree,No,10,18,6,austrian_neoclassical,gpt,gpt
28,P,5,APhD,Yes,8,1,7,austrian_neoclassical,b,PhD
28,P,3,APhD,Yes,8,2,7,austrian_neoclassical,j,PhD
28,P,2,APhD,Yes,8,3,8,llm_best_practices,j,PhD
28,M,3,APhD,Yes,8,4,6,macro_health,j,PhD
28,P,1,APhD,Yes,8,5,9,macro_health,p,PhD
28,P,1,APhD,Yes,8,6,9,remote_work,t,masters
28,P,1,APhD,Yes,8,7,8,remote_work,p,PhD
28,M,5,APhD,Yes,8,8,6,remote_work,gpt,gpt
28,M,4,APhD,Yes,8,9,6,remote_work,edubirdie,unspecified_webservice
28,U,1,APhD,Yes,8,10,2,macro_health,edubirdie,unspecified_webservice
28,M,6,APhD,Yes,8,11,6,remote_work,b,PhD
28,U,3,APhD,Yes,8,12,4,macro_health,b,PhD
28,U,6,APhD,Yes,8,13,5,llm_best_practices,b,PhD
28,U,7,APhD,Yes,8,14,4,macro_health,customwritings,phd_student_webservice
28,M,2,APhD,Yes,8,15,7,llm_best_practices,customwritings,phd_student_webservice
28,M,2,APhD,Yes,8,16,8,macro_health,gpt,gpt
28,M,2,APhD,Yes,8,17,6,llm_best_practices,gpt,gpt
28,M,7,APhD,Yes,8,18,6,austrian_neoclassical,gpt,gpt
29,P,7,AGraduateDegree,Yes,8,1,8,austrian_neoclassical,b,PhD
29,P,3,AGraduateDegree,Yes,8,2,5,austrian_neoclassical,j,PhD
29,U,3,AGraduateDegree,Yes,8,3,1,llm_best_practices,j,PhD
29,P,3,AGraduateDegree,Yes,8,4,7,macro_health,j,PhD
29,U,3,AGraduateDegree,Yes,8,5,2,macro_health,p,PhD
29,M,0,AGraduateDegree,Yes,8,6,7,remote_work,t,masters
29,M,7,AGraduateDegree,Yes,8,7,5,remote_work,p,PhD
29,M,5,AGraduateDegree,Yes,8,8,7,remote_work,gpt,gpt
29,U,5,AGraduateDegree,Yes,8,9,5,remote_work,edubirdie,unspecified_webservice
29,U,3,AGraduateDegree,Yes,8,10,1,macro_health,edubirdie,unspecified_webservice
29,P,7,AGraduateDegree,Yes,8,11,10,remote_work,b,PhD
29,P,5,AGraduateDegree,Yes,8,12,8,macro_health,b,PhD
29,M,7,AGraduateDegree,Yes,8,13,7,llm_best_practices,b,PhD
29,U,5,AGraduateDegree,Yes,8,14,2,macro_health,customwritings,phd_student_webservice
29,M,7,AGraduateDegree,Yes,8,15,7,llm_best_practices,customwritings,phd_student_webservice
29,U,3,AGraduateDegree,Yes,8,16,4,macro_health,gpt,gpt
29,P,7,AGraduateDegree,Yes,8,17,10,llm_best_practices,gpt,gpt
29,P,7,AGraduateDegree,Yes,8,18,10,austrian_neoclassical,gpt,gpt
30,U,4,APhD,Yes,6,1,4,austrian_neoclassical,b,PhD
30,P,3,APhD,Yes,6,2,6,austrian_neoclassical,j,PhD
30,M,2,APhD,Yes,6,3,3,llm_best_practices,j,PhD
30,U,2,APhD,Yes,6,4,4,macro_health,j,PhD
30,M,2,APhD,Yes,6,5,6,macro_health,p,PhD
30,M,3,APhD,Yes,6,6,7,remote_work,t,masters
30,U,4,APhD,Yes,6,7,6,remote_work,p,PhD
30,P,3,APhD,Yes,6,8,6,remote_work,gpt,gpt
30,P,4,APhD,Yes,6,9,7,remote_work,edubirdie,unspecified_webservice
30,U,3,APhD,Yes,6,10,4,macro_health,edubirdie,unspecified_webservice
30,U,6,APhD,Yes,6,11,4,remote_work,b,PhD
30,M,3,APhD,Yes,6,12,6,macro_health,b,PhD
30,M,3,APhD,Yes,6,13,7,llm_best_practices,b,PhD
30,M,3,APhD,Yes,6,14,6,macro_health,customwritings,phd_student_webservice
30,U,6,APhD,Yes,6,15,6,llm_best_practices,customwritings,phd_student_webservice
30,P,5,APhD,Yes,6,16,8,macro_health,gpt,gpt
30,U,2,APhD,Yes,6,17,4,llm_best_practices,gpt,gpt
30,U,7,APhD,Yes,6,18,4,austrian_neoclassical,gpt,gpt
31,M,1,APhD,Yes,4,1,10,austrian_neoclassical,b,PhD
31,P,1,APhD,Yes,4,2,8,austrian_neoclassical,j,PhD
31,P,1,APhD,Yes,4,3,8,llm_best_practices,j,PhD
31,P,1,APhD,Yes,4,4,8,macro_health,j,PhD
31,P,1,APhD,Yes,4,5,8,macro_health,p,PhD
31,P,1,APhD,Yes,4,6,9,remote_work,t,masters
31,P,1,APhD,Yes,4,7,10,remote_work,p,PhD
31,M,1,APhD,Yes,4,8,9,remote_work,gpt,gpt
31,M,9,APhD,Yes,4,9,7,remote_work,edubirdie,unspecified_webservice
31,U,1,APhD,Yes,4,10,5,macro_health,edubirdie,unspecified_webservice
31,M,10,APhD,Yes,4,11,9,remote_work,b,PhD
31,U,1,APhD,Yes,4,12,8,macro_health,b,PhD
31,U,10,APhD,Yes,4,13,8,llm_best_practices,b,PhD
31,U,5,APhD,Yes,4,14,5,macro_health,customwritings,phd_student_webservice
31,M,3,APhD,Yes,4,15,10,llm_best_practices,customwritings,phd_student_webservice
31,M,5,APhD,Yes,4,16,8,macro_health,gpt,gpt
31,M,3,APhD,Yes,4,17,9,llm_best_practices,gpt,gpt
31,M,1,APhD,Yes,4,18,7,austrian_neoclassical,gpt,gpt
